packets_per_second,avg_request_rate,failed_connections,unique_ports,bytes_per_packet,connection_duration,payload_entropy,label
36,4.94,6,3,350.56,2.58,4.7,bruteforce
54,6.23,25,1,207.29,3.08,4.77,bruteforce
34,2.36,49,3,367.39,1.37,3.61,bruteforce
55,1.89,27,3,275.9,2.77,4.49,bruteforce
10,4.65,49,2,214.83,1.0,3.61,bruteforce
44,1.29,34,1,369.65,1.92,3.18,bruteforce
16,5.5,31,1,370.27,3.01,4.73,bruteforce
41,1.37,48,1,303.04,1.63,4.98,bruteforce
43,1.62,31,1,309.12,1.55,4.51,bruteforce
30,3.66,9,3,341.08,2.65,3.57,bruteforce
48,0.8,39,1,294.92,1.25,4.32,bruteforce
33,5.71,24,3,406.64,1.76,3.67,bruteforce
55,1.74,11,3,340.09,1.45,3.28,bruteforce
12,4.29,11,1,335.32,1.66,4.95,bruteforce
21,3.09,38,2,366.37,1.16,4.41,bruteforce
24,3.26,35,1,296.32,1.38,3.84,bruteforce
24,5.78,9,1,282.78,3.16,3.53,bruteforce
55,3.53,32,3,355.18,2.11,3.94,bruteforce
55,3.32,30,1,385.73,2.48,4.78,bruteforce
28,2.2,9,3,351.58,2.38,5.0,bruteforce
9,0.76,40,3,240.29,1.67,3.22,bruteforce
10,3.81,25,2,310.47,2.45,3.49,bruteforce
42,2.19,24,1,290.72,1.25,4.13,bruteforce
12,2.86,28,2,294.72,1.69,4.26,bruteforce
34,0.28,27,1,354.0,2.72,3.8,bruteforce
11,1.55,42,3,357.46,2.02,4.46,bruteforce
16,6.12,36,1,375.04,1.42,4.14,bruteforce
29,2.24,41,2,242.65,1.94,4.61,bruteforce
14,3.99,12,1,260.19,2.2,3.85,bruteforce
53,3.24,26,1,300.33,2.36,3.13,bruteforce
48,5.13,12,2,288.69,2.31,4.01,bruteforce
44,5.53,7,3,368.99,1.58,4.94,bruteforce
12,1.69,29,2,290.56,2.5,3.9,bruteforce
40,1.18,35,3,433.43,1.83,4.67,bruteforce
46,4.5,21,2,240.04,2.29,3.38,bruteforce
10,1.79,17,3,350.36,0.91,3.98,bruteforce
45,3.11,13,3,272.69,1.64,4.37,bruteforce
2,2.78,43,2,318.35,2.16,4.05,bruteforce
5,0.17,2,3,316.49,1.98,4.6,bruteforce
7,2.89,42,3,291.54,2.99,3.98,bruteforce
17,2.64,16,3,234.1,2.38,4.37,bruteforce
60,3.09,4,2,297.95,2.72,4.8,bruteforce
11,4.08,17,3,300.78,1.73,4.67,bruteforce
30,5.12,15,1,280.38,1.12,3.93,bruteforce
38,3.5,48,1,368.33,2.01,4.23,bruteforce
10,4.83,47,2,258.37,2.66,4.12,bruteforce
30,1.81,36,1,371.27,2.25,3.05,bruteforce
57,3.73,35,1,183.1,1.28,3.9,bruteforce
0,6.97,34,1,414.0,2.44,4.77,bruteforce
33,5.09,16,1,363.0,0.75,4.21,bruteforce
34,4.24,44,1,341.65,2.23,3.4,bruteforce
17,4.19,28,3,223.49,1.84,3.82,bruteforce
17,4.47,18,2,375.49,3.19,4.04,bruteforce
37,5.96,26,2,297.48,1.44,3.24,bruteforce
30,5.88,16,3,328.08,2.17,3.43,bruteforce
48,3.05,26,1,257.71,2.54,4.36,bruteforce
21,3.84,36,3,232.73,1.91,3.56,bruteforce
27,2.3,30,2,377.13,2.66,4.76,bruteforce
46,1.7,39,2,219.26,2.47,4.02,bruteforce
50,3.62,0,3,175.04,1.03,3.62,bruteforce
25,4.79,20,2,322.2,1.44,4.41,bruteforce
15,4.5,22,1,358.75,2.64,4.21,bruteforce
12,3.15,23,3,229.78,1.97,3.41,bruteforce
51,5.09,17,2,235.42,2.33,4.31,bruteforce
44,3.52,38,1,262.86,2.15,3.24,bruteforce
24,4.03,11,1,248.62,1.77,4.67,bruteforce
34,6.12,22,2,266.62,2.77,3.1,bruteforce
31,4.08,33,1,292.0,1.66,4.36,bruteforce
46,2.05,28,3,234.88,2.52,4.22,bruteforce
37,0.82,33,1,366.1,1.12,2.87,bruteforce
3,1.41,16,1,296.77,2.81,4.02,bruteforce
6,4.19,21,3,401.49,1.64,4.78,bruteforce
59,3.14,46,2,315.77,2.89,4.89,bruteforce
35,2.58,26,1,248.68,2.86,3.45,bruteforce
34,4.73,11,2,222.01,2.06,2.88,bruteforce
24,4.46,40,2,317.19,2.6,4.98,bruteforce
31,1.02,28,2,370.96,1.51,3.87,bruteforce
30,3.4,51,1,178.43,2.3,3.51,bruteforce
25,0.78,5,3,298.5,1.62,3.12,bruteforce
34,4.23,24,1,385.39,1.4,3.18,bruteforce
14,3.18,11,3,240.71,0.86,4.77,bruteforce
10,4.18,48,2,283.13,1.55,4.26,bruteforce
46,5.68,35,1,330.91,1.32,3.56,bruteforce
34,5.28,22,3,410.03,1.23,3.38,bruteforce
37,0.94,26,1,278.91,1.56,3.64,bruteforce
63,3.52,43,1,398.7,2.98,3.07,bruteforce
17,3.25,42,2,328.39,2.66,3.75,bruteforce
17,1.96,34,3,278.72,2.55,3.54,bruteforce
17,3.74,10,2,214.83,1.63,3.31,bruteforce
27,5.48,42,3,321.98,1.9,3.59,bruteforce
0,0.96,3,1,380.25,1.99,3.31,bruteforce
5,4.66,53,3,271.24,2.57,4.22,bruteforce
11,4.26,38,1,206.59,2.51,4.54,bruteforce
11,6.09,47,2,389.75,1.54,3.11,bruteforce
51,3.63,37,3,215.74,1.13,3.69,bruteforce
23,1.55,32,3,357.67,2.56,4.8,bruteforce
40,3.72,12,1,230.98,1.1,3.45,bruteforce
47,2.35,22,2,269.86,2.54,4.75,bruteforce
54,4.61,17,2,309.28,2.72,3.53,bruteforce
11,3.21,40,3,304.89,2.67,4.32,bruteforce
43,1.35,29,1,221.97,2.33,2.85,bruteforce
24,3.31,33,2,237.27,1.17,4.06,bruteforce
20,0.82,25,2,269.68,0.96,4.19,bruteforce
49,5.39,2,1,218.19,2.16,3.19,bruteforce
36,4.94,31,2,296.89,2.24,3.34,bruteforce
44,3.89,22,3,351.16,1.6,4.55,bruteforce
54,5.03,32,3,328.65,2.57,4.46,bruteforce
35,0.73,31,3,225.5,1.36,3.75,bruteforce
36,4.39,5,2,230.21,2.71,3.32,bruteforce
9,3.97,48,3,328.18,1.88,4.26,bruteforce
10,2.86,28,3,211.66,1.86,3.74,bruteforce
41,4.34,18,3,174.21,1.26,3.37,bruteforce
54,2.84,18,1,191.39,2.47,3.65,bruteforce
15,5.12,11,3,203.63,2.0,4.03,bruteforce
46,1.87,11,3,177.38,2.36,3.99,bruteforce
32,1.43,42,2,300.1,2.51,3.35,bruteforce
7,2.78,5,1,382.58,1.07,3.98,bruteforce
25,3.83,30,3,344.14,1.67,5.21,bruteforce
50,5.09,34,3,378.66,2.33,3.4,bruteforce
46,2.12,50,3,384.57,2.28,3.85,bruteforce
24,4.56,46,3,392.26,0.94,3.62,bruteforce
31,1.65,7,3,343.93,1.77,5.1,bruteforce
40,5.94,31,2,196.0,2.5,3.4,bruteforce
31,3.85,61,2,330.15,1.31,4.25,bruteforce
30,5.61,53,2,238.21,0.84,3.5,bruteforce
11,4.36,0,3,351.81,2.39,4.43,bruteforce
4,1.52,22,1,274.28,2.06,3.92,bruteforce
29,3.11,37,1,325.89,2.37,5.32,bruteforce
19,4.86,28,1,361.92,2.47,3.39,bruteforce
31,1.91,40,1,364.15,3.09,2.99,bruteforce
26,4.51,32,2,319.31,2.6,3.32,bruteforce
42,3.63,14,3,277.99,3.18,4.74,bruteforce
31,4.32,27,2,221.83,2.62,4.4,bruteforce
17,2.52,43,3,405.74,1.91,4.12,bruteforce
5,0.45,42,3,316.19,1.84,3.4,bruteforce
39,4.03,9,3,242.29,0.94,4.72,bruteforce
17,1.36,48,3,404.69,1.05,4.01,bruteforce
30,5.12,13,3,338.18,3.12,4.68,bruteforce
0,2.55,34,2,256.77,1.92,4.16,bruteforce
39,0.95,13,3,321.44,1.2,4.25,bruteforce
17,3.89,23,3,265.17,2.14,4.81,bruteforce
33,3.3,40,1,300.94,1.22,4.52,bruteforce
36,6.43,36,3,245.19,2.47,3.65,bruteforce
38,1.71,37,1,199.35,1.64,4.3,bruteforce
51,1.11,25,1,293.02,1.2,5.05,bruteforce
31,5.24,48,0,317.96,1.72,3.79,bruteforce
20,2.8,33,1,390.39,1.31,5.2,bruteforce
40,2.98,10,2,381.57,2.48,4.5,bruteforce
34,5.02,12,2,302.99,2.73,3.77,bruteforce
46,1.82,22,2,278.7,2.33,3.4,bruteforce
40,1.67,22,1,341.65,2.2,4.06,bruteforce
12,1.59,31,3,373.21,1.22,3.72,bruteforce
31,3.42,34,2,319.06,1.15,5.19,bruteforce
9,2.52,33,1,274.72,1.31,4.55,bruteforce
49,2.18,31,3,359.58,3.05,4.59,bruteforce
53,3.08,11,2,291.09,2.39,4.01,bruteforce
54,3.56,40,3,236.8,2.83,2.95,bruteforce
55,5.71,24,3,271.29,2.7,3.51,bruteforce
27,6.21,32,1,251.87,1.4,3.75,bruteforce
27,4.91,38,3,233.51,2.74,3.43,bruteforce
13,3.36,26,1,374.35,1.79,3.64,bruteforce
31,3.77,11,2,387.75,2.53,3.69,bruteforce
40,5.76,32,2,401.63,2.72,3.5,bruteforce
41,3.5,15,2,335.84,1.41,3.65,bruteforce
42,4.39,26,2,342.15,1.22,4.93,bruteforce
18,1.87,17,3,222.54,1.02,4.18,bruteforce
5,5.1,38,1,247.09,2.51,4.53,bruteforce
40,4.28,39,2,201.65,2.44,3.66,bruteforce
20,4.25,7,3,307.22,1.84,3.24,bruteforce
30,2.19,21,2,349.14,1.47,4.64,bruteforce
42,4.26,37,3,392.55,2.78,3.01,bruteforce
46,4.46,51,3,262.38,1.65,3.51,bruteforce
48,5.3,31,3,368.23,2.47,3.71,bruteforce
62,3.79,48,3,263.0,2.93,4.55,bruteforce
6,3.44,54,1,311.31,1.07,3.12,bruteforce
11,2.1,40,2,260.24,2.39,5.01,bruteforce
39,3.97,10,2,367.93,1.65,3.37,bruteforce
15,2.88,15,1,301.78,2.86,5.19,bruteforce
15,4.09,12,1,335.46,3.19,3.86,bruteforce
42,1.23,3,3,257.68,2.79,4.15,bruteforce
61,2.81,11,3,227.53,3.21,4.5,bruteforce
13,4.4,13,1,234.79,1.33,4.94,bruteforce
3,5.15,39,2,332.19,1.79,4.42,bruteforce
48,3.74,42,1,268.99,1.41,3.38,bruteforce
45,2.61,11,3,369.12,1.49,4.17,bruteforce
49,3.35,51,1,400.33,2.81,4.61,bruteforce
17,4.22,12,2,226.43,2.48,4.16,bruteforce
29,2.16,45,0,270.79,2.49,3.52,bruteforce
12,4.77,10,2,413.96,1.3,2.86,bruteforce
29,0.74,28,3,264.19,3.22,5.13,bruteforce
42,2.2,21,3,312.45,2.48,3.35,bruteforce
24,4.07,24,2,261.41,0.81,3.79,bruteforce
58,5.04,26,3,392.41,1.56,3.7,bruteforce
25,3.95,43,3,374.82,1.9,2.99,bruteforce
38,3.6,23,1,276.59,1.23,4.37,bruteforce
24,4.71,5,1,320.83,2.17,3.6,bruteforce
41,1.38,38,1,350.19,3.35,3.08,bruteforce
32,2.68,9,2,326.0,2.3,3.7,bruteforce
58,2.38,16,3,285.26,2.27,4.18,bruteforce
29,0.62,37,2,311.77,1.86,3.95,bruteforce
41,0.83,16,1,188.74,1.32,3.59,bruteforce
0,4.65,7,2,360.51,2.42,4.28,bruteforce
11,2.72,44,3,410.18,1.56,2.58,bruteforce
18,6.33,3,2,346.01,2.45,4.51,bruteforce
56,1.89,10,1,279.6,2.0,4.04,bruteforce
3,1.22,10,1,411.04,2.3,3.99,bruteforce
36,1.03,14,1,192.73,1.51,3.84,bruteforce
9,4.95,43,2,362.01,1.54,3.46,bruteforce
30,6.18,42,3,260.12,1.56,4.63,bruteforce
42,4.63,28,1,347.15,1.05,3.24,bruteforce
54,1.65,26,3,167.02,2.62,4.04,bruteforce
25,5.46,9,3,254.71,2.61,4.03,bruteforce
27,2.25,28,3,242.07,2.36,4.53,bruteforce
33,4.6,22,1,313.14,2.37,4.19,bruteforce
10,0.59,54,2,267.4,1.46,3.38,bruteforce
7,3.06,40,3,215.57,1.67,4.11,bruteforce
36,0.9,29,2,194.96,2.45,4.2,bruteforce
12,4.32,10,2,362.61,2.41,3.03,bruteforce
44,6.68,32,3,420.01,1.86,3.95,bruteforce
30,1.42,12,2,179.52,1.26,4.76,bruteforce
54,2.8,53,1,271.87,1.3,4.88,bruteforce
19,0.8,10,1,380.05,1.46,4.3,bruteforce
18,0.73,29,2,211.84,2.51,3.36,bruteforce
24,1.53,27,3,297.95,2.9,4.16,bruteforce
11,3.1,18,2,304.38,1.24,4.07,bruteforce
11,4.21,9,3,262.77,1.67,4.15,bruteforce
12,6.2,19,3,412.08,2.5,3.86,bruteforce
20,1.64,15,0,300.37,1.94,4.84,bruteforce
63,6.06,13,1,265.06,1.12,3.26,bruteforce
14,3.33,13,3,373.19,1.74,3.19,bruteforce
21,1.94,28,1,303.17,1.44,4.09,bruteforce
31,2.08,2,2,267.67,1.96,4.3,bruteforce
55,3.78,7,2,312.73,2.54,3.15,bruteforce
50,2.92,19,2,240.39,1.04,3.59,bruteforce
8,0.83,43,2,354.54,3.1,3.13,bruteforce
47,2.37,7,2,338.88,2.98,3.43,bruteforce
36,1.1,39,3,295.76,2.46,3.65,bruteforce
27,4.37,38,2,326.23,1.76,3.6,bruteforce
22,4.69,21,3,370.42,1.62,4.21,bruteforce
18,5.28,38,1,360.91,2.55,5.04,bruteforce
56,3.2,23,3,384.7,1.47,4.92,bruteforce
24,4.38,8,2,305.53,2.73,3.55,bruteforce
34,3.37,13,3,231.91,1.6,3.63,bruteforce
50,5.16,29,2,328.14,3.15,3.87,bruteforce
29,2.88,14,1,351.68,2.22,4.4,bruteforce
45,4.96,14,3,376.53,2.58,4.42,bruteforce
19,5.64,37,1,351.01,2.55,4.43,bruteforce
32,1.99,9,2,327.1,2.26,3.22,bruteforce
34,3.97,27,3,343.89,1.97,4.42,bruteforce
20,3.69,23,3,318.59,1.88,3.8,bruteforce
10,0.87,28,1,194.01,1.4,4.1,bruteforce
49,1.67,23,1,293.42,1.56,3.08,bruteforce
31,4.53,40,2,331.86,2.08,4.26,bruteforce
38,5.48,41,3,357.25,1.72,3.16,bruteforce
25,0.77,12,2,378.71,2.69,4.88,bruteforce
1,3.0,45,1,223.73,2.38,3.92,bruteforce
34,3.46,14,2,408.56,1.59,3.9,bruteforce
14,6.03,17,3,252.04,1.85,4.25,bruteforce
11,2.79,12,2,262.53,2.87,2.65,bruteforce
7,5.06,28,1,204.73,1.13,4.78,bruteforce
52,2.56,48,1,279.21,1.99,3.83,bruteforce
22,4.01,39,2,262.0,2.45,3.9,bruteforce
32,3.25,2,2,179.87,1.87,3.96,bruteforce
10,3.44,37,1,322.45,1.32,3.93,bruteforce
24,4.8,24,2,229.99,2.26,3.21,bruteforce
19,3.97,8,3,236.26,1.85,4.62,bruteforce
29,5.01,8,2,226.49,1.76,4.68,bruteforce
43,4.62,14,3,407.89,2.59,4.0,bruteforce
12,4.06,19,1,251.48,2.44,3.81,bruteforce
18,2.62,38,3,265.96,1.78,5.15,bruteforce
8,2.09,47,2,393.46,2.63,3.1,bruteforce
33,2.28,3,2,382.14,2.07,3.11,bruteforce
40,5.65,44,3,403.39,1.03,5.16,bruteforce
11,3.46,10,3,301.93,1.99,4.34,bruteforce
17,3.22,5,2,342.85,1.99,4.4,bruteforce
30,2.0,19,3,306.38,2.85,4.79,bruteforce
49,5.51,32,2,410.86,1.74,3.82,bruteforce
30,4.29,54,2,328.87,2.71,5.0,bruteforce
26,3.12,9,1,289.74,1.28,4.47,bruteforce
48,0.63,38,3,294.74,2.55,4.48,bruteforce
41,5.35,27,1,373.01,2.8,3.59,bruteforce
40,5.04,53,3,220.95,2.08,3.96,bruteforce
49,3.55,41,3,337.02,1.22,3.1,bruteforce
43,3.91,54,3,383.52,1.78,3.78,bruteforce
11,3.99,16,3,231.26,2.1,3.71,bruteforce
34,4.16,39,3,209.66,2.08,3.24,bruteforce
15,2.41,50,3,333.39,2.54,4.71,bruteforce
27,3.38,41,2,257.4,2.19,4.23,bruteforce
44,1.88,34,1,281.21,1.49,4.22,bruteforce
16,1.67,21,3,391.61,1.18,4.82,bruteforce
25,2.37,8,2,234.93,2.5,3.03,bruteforce
24,4.09,27,1,394.79,2.27,4.92,bruteforce
50,6.51,25,1,236.9,2.72,3.61,bruteforce
38,3.67,52,1,222.03,2.26,4.8,bruteforce
47,3.98,46,3,321.9,1.83,4.81,bruteforce
30,5.61,32,1,231.3,2.2,4.7,bruteforce
21,5.6,30,2,371.09,1.72,4.48,bruteforce
30,4.92,45,3,354.66,2.75,3.69,bruteforce
53,1.29,31,2,237.15,2.12,3.39,bruteforce
12,5.93,41,1,438.87,1.34,4.55,bruteforce
20,1.6,14,1,195.88,1.59,5.02,bruteforce
5,3.33,39,3,367.19,1.02,4.32,bruteforce
30,1.96,15,1,366.88,1.9,4.43,bruteforce
24,2.8,50,3,419.09,2.04,3.71,bruteforce
45,1.9,14,1,232.53,2.34,2.9,bruteforce
22,4.36,0,2,320.7,1.61,3.7,bruteforce
13,2.82,34,3,346.18,1.84,4.43,bruteforce
28,1.33,31,3,323.39,2.26,3.54,bruteforce
18,0.1,36,2,241.54,1.85,4.37,bruteforce
39,6.28,10,3,203.99,1.27,2.91,bruteforce
17,0.33,17,2,222.03,2.97,3.75,bruteforce
53,3.29,27,3,292.69,1.95,4.1,bruteforce
14,2.32,49,3,202.94,2.7,3.87,bruteforce
39,3.93,43,3,251.0,2.19,2.64,bruteforce
16,7.19,5,3,183.67,2.74,4.2,bruteforce
14,3.09,24,2,374.44,1.81,2.96,bruteforce
45,1.08,13,3,272.72,1.33,4.19,bruteforce
26,2.35,9,1,428.06,1.84,4.78,bruteforce
59,1.4,20,3,348.28,1.35,3.64,bruteforce
34,4.31,35,1,356.04,1.53,3.93,bruteforce
44,5.28,24,2,293.24,2.16,4.89,bruteforce
10,5.75,23,2,223.98,2.76,3.17,bruteforce
46,5.36,33,2,360.95,1.59,4.07,bruteforce
10,3.98,26,1,304.89,2.06,3.61,bruteforce
35,4.54,9,1,321.55,2.35,4.88,bruteforce
41,1.61,3,3,333.51,1.69,4.04,bruteforce
17,4.48,38,3,248.36,2.42,4.8,bruteforce
12,4.72,38,3,203.84,1.26,4.39,bruteforce
35,4.12,36,2,238.48,2.04,3.77,bruteforce
24,2.93,16,2,375.72,1.14,4.54,bruteforce
54,1.92,35,3,295.07,2.09,3.3,bruteforce
40,6.78,18,3,317.75,1.64,3.26,bruteforce
42,1.02,38,3,295.91,1.56,4.11,bruteforce
45,1.45,42,1,259.29,2.96,3.38,bruteforce
4,2.13,6,2,341.63,1.53,4.69,bruteforce
34,2.58,8,1,325.62,2.34,4.14,bruteforce
37,5.94,28,1,375.94,2.41,3.14,bruteforce
38,3.41,38,2,272.99,1.06,4.02,bruteforce
9,4.05,18,3,305.27,2.73,3.68,bruteforce
13,6.45,52,1,351.79,2.39,4.46,bruteforce
49,3.25,31,3,270.69,1.54,3.91,bruteforce
12,0.77,20,3,234.28,1.51,4.55,bruteforce
53,5.53,54,1,359.89,1.39,4.44,bruteforce
26,1.83,46,3,252.35,1.39,3.4,bruteforce
11,6.13,12,2,367.05,1.92,3.92,bruteforce
38,2.67,42,1,372.59,1.69,4.84,bruteforce
11,5.35,40,1,290.88,1.05,3.75,bruteforce
23,4.8,37,1,413.64,2.44,5.24,bruteforce
16,0.86,37,2,265.38,1.24,3.7,bruteforce
36,2.33,44,3,223.14,1.8,3.6,bruteforce
6,4.49,28,3,299.95,2.37,4.84,bruteforce
38,4.44,33,1,219.61,1.41,3.19,bruteforce
12,1.0,55,2,336.09,2.77,4.18,bruteforce
16,6.0,16,2,248.25,1.98,3.05,bruteforce
12,3.56,4,1,329.62,1.96,3.84,bruteforce
28,5.06,0,3,227.39,1.93,3.7,bruteforce
30,2.29,41,1,257.35,2.52,4.48,bruteforce
55,4.58,24,2,322.91,2.97,3.77,bruteforce
37,3.17,42,2,325.29,1.64,3.32,bruteforce
10,1.08,41,1,216.4,1.65,4.34,bruteforce
26,3.98,20,1,231.91,2.77,3.63,bruteforce
48,6.41,15,3,349.73,2.81,4.42,bruteforce
49,2.22,52,2,372.55,1.65,4.53,bruteforce
26,4.08,49,2,222.95,1.28,3.13,bruteforce
27,0.73,20,3,382.47,1.2,4.57,bruteforce
50,3.22,4,3,259.2,2.53,4.34,bruteforce
13,1.03,46,1,400.9,2.51,3.1,bruteforce
23,4.09,43,3,219.1,2.12,4.69,bruteforce
8,4.91,13,1,223.35,2.61,3.3,bruteforce
12,4.07,48,3,403.39,1.78,3.09,bruteforce
42,1.42,41,3,223.37,2.1,4.05,bruteforce
17,1.45,54,1,220.92,2.71,4.09,bruteforce
67,0.23,17,3,329.16,1.94,4.92,bruteforce
21,1.91,24,2,319.24,2.5,5.0,bruteforce
59,3.86,1,2,258.98,2.56,3.44,bruteforce
25,3.8,26,3,348.69,1.63,4.52,bruteforce
33,3.96,16,1,242.46,1.15,3.94,bruteforce
8,3.51,35,3,192.8,1.83,3.05,bruteforce
13,5.8,13,1,344.67,2.59,3.37,bruteforce
30,2.34,34,3,393.29,2.46,3.76,bruteforce
12,5.2,42,1,209.43,1.15,3.66,bruteforce
20,3.48,39,1,312.33,1.29,3.35,bruteforce
29,3.16,15,2,242.18,1.32,4.39,bruteforce
36,5.73,47,3,337.63,2.72,4.28,bruteforce
24,5.66,23,2,412.81,0.78,3.18,bruteforce
0,5.63,4,1,220.43,1.34,4.16,bruteforce
30,3.18,39,2,378.73,1.63,3.31,bruteforce
50,3.86,10,2,224.79,1.31,4.63,bruteforce
13,3.77,41,3,325.18,1.02,3.57,bruteforce
21,4.11,15,3,289.45,3.05,4.18,bruteforce
31,5.86,13,3,277.8,0.95,4.64,bruteforce
31,4.06,45,1,266.5,2.86,3.46,bruteforce
22,6.88,43,3,350.53,2.23,4.69,bruteforce
17,2.71,32,1,262.99,1.23,4.86,bruteforce
28,3.03,24,3,271.21,1.28,3.41,bruteforce
16,1.83,10,3,325.06,1.08,3.39,bruteforce
2,5.18,33,2,194.54,1.6,3.01,bruteforce
47,5.3,42,1,269.4,3.14,3.76,bruteforce
28,5.65,3,2,221.87,2.72,4.0,bruteforce
24,1.98,9,1,213.8,3.12,3.98,bruteforce
26,5.21,8,3,330.43,2.62,4.64,bruteforce
13,5.12,43,2,237.38,3.0,3.53,bruteforce
30,3.23,29,1,315.12,1.85,4.8,bruteforce
36,0.48,9,1,352.58,2.38,3.52,bruteforce
55,5.6,44,2,249.67,2.48,3.38,bruteforce
8,5.43,30,3,212.9,0.83,4.04,bruteforce
18,1.96,32,3,350.22,2.86,4.06,bruteforce
31,4.04,41,1,320.55,1.55,3.58,bruteforce
18,3.03,3,2,376.66,1.9,4.74,bruteforce
0,6.09,46,1,311.66,1.7,4.06,bruteforce
47,4.54,34,1,404.69,1.93,4.53,bruteforce
49,3.75,23,3,333.44,1.62,4.67,bruteforce
10,0.96,43,2,207.26,2.58,4.4,bruteforce
17,2.87,27,2,251.79,1.37,3.75,bruteforce
19,4.24,38,1,340.11,1.86,3.44,bruteforce
21,6.0,1,2,295.73,1.93,4.89,bruteforce
32,2.66,14,3,195.69,1.56,5.07,bruteforce
34,2.24,3,3,337.88,2.12,2.61,bruteforce
3,4.96,47,3,232.62,2.23,4.69,bruteforce
19,1.0,24,3,320.07,1.51,3.47,bruteforce
45,5.27,46,1,290.43,1.29,3.85,bruteforce
33,2.72,48,1,268.77,1.53,4.18,bruteforce
37,4.56,52,3,335.05,2.0,5.07,bruteforce
48,5.16,49,2,288.0,1.06,3.39,bruteforce
26,3.53,37,1,352.47,3.08,3.69,bruteforce
8,1.09,45,3,298.76,2.13,3.75,bruteforce
18,4.52,34,2,365.36,1.84,3.09,bruteforce
16,1.56,29,1,213.2,2.37,4.72,bruteforce
14,0.12,44,1,355.47,0.87,3.85,bruteforce
60,1.35,19,3,323.8,3.05,4.59,bruteforce
22,3.43,4,2,370.83,2.54,3.5,bruteforce
40,5.31,47,3,329.44,3.07,4.1,bruteforce
30,6.36,40,3,387.33,1.96,3.39,bruteforce
23,6.52,42,1,393.03,1.65,5.11,bruteforce
9,3.07,46,1,427.89,1.83,2.85,bruteforce
55,4.33,15,1,371.52,1.02,3.18,bruteforce
29,5.08,11,1,298.91,2.4,3.73,bruteforce
51,4.04,24,1,215.08,1.98,4.53,bruteforce
18,0.86,19,3,241.43,1.52,3.43,bruteforce
54,6.36,5,1,346.4,2.55,4.69,bruteforce
27,4.25,46,1,342.62,2.26,4.68,bruteforce
17,6.22,48,3,315.39,1.99,4.63,bruteforce
36,3.67,12,3,303.55,1.28,4.5,bruteforce
39,4.71,29,3,328.06,2.8,4.98,bruteforce
23,4.57,19,3,232.41,3.0,4.21,bruteforce
5,0.57,37,3,358.8,1.9,5.12,bruteforce
19,4.64,40,2,218.53,2.03,5.02,bruteforce
16,5.33,38,1,376.02,2.58,3.33,bruteforce
44,3.27,23,3,278.63,2.44,4.37,bruteforce
37,1.36,39,3,227.9,2.54,3.98,bruteforce
38,3.09,22,2,322.48,2.25,3.79,bruteforce
43,3.25,20,3,247.77,3.26,4.53,bruteforce
18,5.26,41,3,354.87,1.26,2.95,bruteforce
45,2.02,12,3,322.36,1.3,2.9,bruteforce
21,1.07,24,3,348.25,2.65,3.29,bruteforce
55,3.69,21,1,380.86,2.1,3.46,bruteforce
43,3.71,45,3,335.74,2.01,3.23,bruteforce
63,5.6,4,3,256.26,3.18,3.91,bruteforce
14,1.15,9,2,303.88,2.28,3.56,bruteforce
40,4.09,46,2,295.11,0.83,4.25,bruteforce
45,2.39,18,3,217.15,2.2,3.63,bruteforce
6,4.14,15,3,324.22,1.38,4.48,bruteforce
30,6.01,50,1,336.02,1.76,4.38,bruteforce
32,3.84,17,1,355.84,2.83,3.37,bruteforce
20,5.63,28,2,255.12,1.37,3.73,bruteforce
30,1.53,43,1,363.53,0.94,3.62,bruteforce
26,3.4,4,3,191.17,1.71,3.2,bruteforce
46,3.79,0,1,310.46,1.6,4.19,bruteforce
25,2.26,43,2,368.04,0.98,3.56,bruteforce
10,0.55,4,3,199.98,1.66,3.46,bruteforce
28,4.85,29,2,375.93,2.08,4.84,bruteforce
31,5.36,23,3,395.22,1.29,5.18,bruteforce
41,1.94,41,2,361.09,2.97,3.3,bruteforce
24,1.44,23,2,202.6,2.4,4.6,bruteforce
38,2.09,38,2,306.85,1.81,5.14,bruteforce
41,2.8,43,2,338.37,1.1,3.89,bruteforce
54,2.45,23,1,250.74,1.85,4.93,bruteforce
25,1.3,33,1,279.17,1.27,3.08,bruteforce
18,4.7,42,1,304.79,2.13,4.73,bruteforce
50,1.98,24,2,356.07,1.92,4.29,bruteforce
29,1.71,28,2,240.09,1.51,4.73,bruteforce
46,4.8,9,3,268.5,0.97,3.67,bruteforce
35,2.15,28,2,213.51,2.7,3.55,bruteforce
47,4.63,39,2,394.58,2.98,3.49,bruteforce
15,3.73,16,3,319.43,2.27,5.0,bruteforce
6,2.2,13,3,304.11,1.27,3.79,bruteforce
41,3.6,28,2,274.7,2.62,3.41,bruteforce
36,5.43,14,2,371.93,0.65,4.23,bruteforce
15,5.5,31,2,378.78,2.47,3.59,bruteforce
21,3.65,2,1,417.77,2.63,3.25,sql_injection
20,2.85,3,2,420.26,1.72,2.76,sql_injection
29,2.68,0,2,843.34,8.62,3.34,sql_injection
20,2.03,3,3,604.33,5.01,2.01,sql_injection
22,5.87,2,1,617.46,5.19,3.2,sql_injection
14,3.27,2,3,623.58,2.64,2.37,sql_injection
16,8.36,4,1,363.32,8.84,2.52,sql_injection
8,9.02,4,2,746.75,4.76,3.01,sql_injection
6,6.62,1,1,631.28,2.18,2.16,sql_injection
